"Action","LMA","State","StatArea","Fishery","Shapefile","Months","Percentage","StringRegulation","StringLen","MaxRopeStrength","BuoylineDevice","RopelessDevice","GearCap","MaxGearSnglLn"
"Constraint_Fishery",,,,"Gillnet",,,,,"",,"",,,
